Date,Unnamed: 0,Close,High,Low,Open,Volume,Returns,MA20,MA50,Volatility,daily_return,log_return,price_change,high_low_range,close_position,SMA_20,SMA_50,EMA_20,EMA_50,MA_difference,RSI,MACD,MACD_signal,MACD_difference,BB_high,BB_low,BB_middle,BB_width,ATR,Volume_SMA_20,volume_change,return_lag_1,return_lag_2,return_lag_5,rolling_mean_10,rolling_mean_30,momentum_5,momentum_10,momentum_30,day_of_week,month,quarter,target
2010-03-16,49,86.87711334228516,86.9592014135234,86.19051042583884,86.4293270986519,168673000,0.0079658031049556,84.15682029724121,83.2790185546875,0.0053950242004992,0.007965803104955649,0.007934243582578956,0.44778624363326003,0.7686909876845647,0.8932105715386229,84.15682029724121,83.2790185546875,84.50756570938864,83.74004122534727,0.767524484041374,75.0548387144523,1.096925649245776,0.766978377743255,0.329947271502521,87.2274413858734,81.08619920860902,84.15682029724121,6.141242177264388,0.9030949708702795,169983295.0,0.14886715961661068,0.0002604871304128231,8.668898974573125e-05,0.0016623991384367987,85.50389556884765,82.95502421061198,0.01703707878324856,0.0375226883776556,0.06739423198870886,1,3,1,1
2010-03-17,50,87.39203643798828,87.67563508015823,86.88455042413578,87.13829627798061,177468100,0.0059270281423184,84.41205558776855,83.33529006958008,0.0054220253307429,0.005927028142318491,0.00590953240878394,0.2537401600076663,0.7910846560224485,0.6415065821199532,84.41205558776855,83.33529006958008,84.78227720735052,83.88325672388221,0.8990204834683055,77.19535089453287,1.1851965906520547,0.850622020325015,0.33457457032703974,87.66204943794777,81.16206173758933,84.41205558776855,6.499987700358446,0.8956254542276219,170414445.0,0.052142903724959,0.007965803104955649,0.0002604871304128231,0.00445607397304304,85.86212158203125,83.12219619750977,0.018526456935372915,0.04274274780009124,0.06088067185672874,2,3,1,0
2010-03-18,51,87.34727478027344,87.51892122468983,86.99651157580756,87.39951574516166,196509100,-0.0005121937826292,84.64079704284669,83.38618850708008,0.005432964174289,-0.0005121937826292333,-0.0005123249986719892,-0.05224096488822738,0.5224096488822738,0.6714332425068262,84.64079704284669,83.38618850708008,85.02656269048603,84.01910056923089,1.007462121255145,76.58017934779144,1.2372774912449245,0.927953114508997,0.3093243767359275,88.03764964841432,81.24394443727905,84.64079704284669,6.793705211135261,0.8689671824172399,170554470.0,0.1072925218673102,0.005927028142318491,0.007965803104955649,0.004174708203901867,86.19049453735352,83.30155792236329,0.01377256935451232,0.03906246809307756,0.06564702406654521,3,3,1,0
2010-03-19,52,86.90512084960938,87.8942967726296,86.56789827660991,86.90512084960938,226641100,-0.0050620231916372,84.83884887695312,83.42704956054688,0.0057043013224933,-0.005062023191637288,-0.005074878632409904,0.0,1.3263984960196922,0.25423926068328323,84.83884887695312,83.42704956054688,85.20547299135492,84.13227783512808,1.073195156226845,70.59558589772485,1.2287100486223181,0.9881045013316613,0.24060554729065686,88.27852546815579,81.39917228575045,84.83884887695312,6.879353182405339,0.9016408476745579,170752280.0,0.15333641037488843,-0.0005121937826292333,0.005927028142318491,8.668898974573125e-05,86.35449981689453,83.5505132039388,0.008553398622162867,0.019234756188403423,0.09402053189928128,4,3,1,1
2010-03-22,53,87.3697280883789,87.52710204895554,86.35807182876417,86.4105279098617,184477800,0.0053461434059052,85.05938453674317,83.47003799438477,0.0057177869818916,0.005346143405905224,0.005331903511047107,0.9592001785172073,1.1690302201913738,0.8653807593178624,85.05938453674317,83.47003799438477,85.41159252440482,84.2592366685889,1.1523558558159266,72.9846410784524,1.2450579567985045,1.03949519242503,0.20556276437347454,88.55382954245074,81.56493953103559,85.05938453674317,6.988890011415151,0.9207400885686161,173358825.0,-0.18603554253840104,-0.005062023191637288,-0.0005121937826292333,0.0002604871304128231,86.56347198486328,83.80948282877604,0.013681218811868456,0.024504239243051007,0.0976008334759042,0,3,1,1
2010-03-23,54,87.9842529296875,88.05918939817595,87.21239072412699,87.49715730858355,182941600,0.007033612839987,85.36102294921875,83.5196453857422,0.0046150667039842,0.007033612839987047,0.007008992365039856,0.487095621103947,0.846798674048955,0.9115061575024227,85.36102294921875,83.5196453857422,85.65660780109842,84.40531573765159,1.2512920634468259,75.78686495708111,1.292699376963455,1.0901360293327151,0.2025633476307398,88.77076864206889,81.95127725636861,85.36102294921875,6.819491385700275,0.9154585589600689,172131055.0,-0.008327289245643632,0.005346143405905224,-0.005062023191637288,0.007965803104955649,86.81971969604493,84.10809173583985,0.012743742797258317,0.029997937730537272,0.11335850012560234,1,3,1,0
2010-03-24,55,87.55709838867188,87.99923324858663,86.61288864490245,87.65452093807443,196072600,-0.0048548976298858,85.60361442565917,83.55832107543945,0.0047796179207712,-0.00485489762988589,-0.004866720928174972,-0.0974225494025518,1.3863446036841793,0.6810786735564911,85.60361442565917,83.55832107543945,85.83760690467685,84.52891505729944,1.3086918473774034,70.32627028769201,1.2812186530006926,1.1283525540663106,0.15286609893438197,88.91192316316722,82.29530568815113,85.60361442565917,6.616617475016085,0.9490932764403625,173117150.0,0.07177700424616384,0.007033612839987047,0.005346143405905224,0.005927028142318491,86.99518737792968,84.3593760172526,0.0018887527675444105,0.02045020159972677,0.09420973715779857,2,3,1,0
2010-03-25,56,87.41470336914062,88.55375226702051,87.30979119633398,88.14908857878717,223396300,-0.0016263103980347,85.84468307495118,83.61011978149413,0.0047926647109786,-0.001626310398034736,-0.0016276342763428498,-0.7343852096465469,1.243961070686538,0.08433718327595964,85.84468307495118,83.61011978149413,85.98780656795911,84.64208322639125,1.3457233415678616,68.55303191395727,1.2462638545715379,1.1519348141673562,0.09432904040418166,88.93597681011947,82.75338933978288,85.84468307495118,6.1825874703365855,0.9701552617436607,171305230.0,0.1393550144181288,-0.00485489762988589,0.007033612839987047,-0.0005121937826292333,87.1205955505371,84.61113739013672,0.0007719598469078104,0.01455516107195054,0.0945738175908375,3,3,1,0
2010-03-26,57,87.36222839355469,87.99170129429196,87.01751622639617,87.57954805231876,205808500,-0.0006002991895349,86.08051643371581,83.64654052734375,0.0048304834206436,-0.0006002991895349696,-0.00060047944123369,-0.2173196587640689,0.9741850678957888,0.3538466955802223,86.08051643371581,83.64654052734375,86.1187038846825,84.74875558588786,1.3699482987946396,67.87383755632968,1.2004891414584051,1.161645679625566,0.038843461832839044,88.86392084067491,83.29711202675672,86.08051643371581,5.566808813918186,0.9704431050402412,172916190.0,-0.07872914636455486,-0.001626310398034736,-0.00485489762988589,-0.005062023191637288,87.24000930786133,84.83328857421876,0.005259845904090454,0.01385823408496245,0.08258644436225504,4,3,1,1
2010-03-29,58,87.91680908203125,88.0741773863699,87.44470416901534,87.80440151685043,134513500,0.0063480602392402,86.30116767883301,83.6894253540039,0.0045740014000686,0.006348060239240283,0.006327996172010666,0.11240756518081696,0.6294732173545583,0.7499999999999887,86.30116767883301,83.6894253540039,86.28995199871572,84.87299297789349,1.4169590208222331,71.12936202452592,1.1951850292230688,1.1683535495450668,0.026831479678002035,88.92777699905056,83.67455835861546,86.30116767883301,5.253218640435108,0.9519792398813103,172256380.0,-0.3464142637451806,-0.0006002991895349696,-0.001626310398034736,0.005346143405905224,87.4126365661621,85.07616348266602,0.006261676734291122,0.02002856291569044,0.09036582516819713,0,3,1,1
