Metric,ML Strategy,Buy & Hold
Sharpe Ratio,0.5644753880331193,0.5075036459684469
Sortino Ratio,0.7711870272090051,0.7207023038375558
Maximum Drawdown,-0.2238588708304056,-0.2238588708304056
CAGR,0.10540884483767443,0.0979722501927236
